stock_name;isin;link;market_cap;stock_price;ath_price;annual_return;dividend_yield;total_10y_return;dividends_per_year;increasing_since;no_cut_since;dividend_stability;payout_ratio_profit;payout_ratio_cashflow;avg_div_growth_5y;avg_div_growth_10y;special_dividends;future_viability;business_model_future
Allianz;DE0008404005;https://www.allianz.com;128.051;323.10;441.16;11.0;4.27;183.9;1;3;15;0.96;55;23.9;9.49;8.09;0;;
