stock_name;isin;link;market_cap;stock_price;ath_price;annual_return;dividend_yield;total_10y_return;dividends_per_year;increasing_since;no_cut_since;dividend_stability;payout_ratio_profit;payout_ratio_cashflow;avg_div_growth_5y;avg_div_growth_10y;special_dividends;future_viability;business_model_future
Realty Income;US7561091049;https://www.realtyincome.com;46.088;52.95;79.83;5.2;5.67;66.4;12;30;30;0.99;75.7;84.1;2.91;3.62;0;;
